40,1267.7869999999991
41,1245.8067499999993
42,1212.0940999999993
43,1168.2017
44,1221.7350499999993
45,1236.824199999999
46,1208.8288500000003
47,1270.5834999999997
48,1186.4599999999996
49,1178.1305499999994
50,1138.4764000000005
51,1151.6938000000005
52,1130.8323
53,1218.3544499999996
54,1138.0735000000002
55,1145.8350500000008
56,1164.6493
57,1170.5997000000007
58,1191.384
59,1149.4127999999996
60,1145.9314999999997
61,1143.8677
62,1216.0948999999996
63,1282.0395500000004
64,1239.9648499999998
65,1223.1979999999999
66,1255.94195
67,1289.9809999999998
68,1277.0761500000008
69,1201.1674500000008
70,1238.6916999999994
71,1260.2096000000001
72,1319.4954999999995
73,1191.0519500000005
74,1337.5342000000005
75,1190.2389999999998
76,1191.3643000000002
77,1181.3991999999992
78,1152.4243499999995
79,1196.9333500000002
80,1203.3479500000003
81,1179.3240999999994
82,1232.5900999999992
83,1146.6583
84,1120.49795
85,1052.0451000000005
86,1009.1425999999997
87,1021.9176500000002
88,1017.6011500000005
89,1016.4241500000007
90,1014.8720500000003
91,1011.5713000000005
92,1028.9594000000004
93,1032.8528499999995
