steps,return
60,1915.8989499999998
63,1916.8066999999999
66,1916.6206000000002
69,1916.6241666666667
72,1917.5485166666665
75,1919.0037333333337
78,1916.0588833333331
81,1920.310983333333
84,1917.9014166666668
87,1922.1650833333335
90,1919.0295000000006
93,1922.2444166666667
96,1921.1586166666664
99,1919.5254166666666
102,1919.2352333333329
105,1922.185916666667
108,1922.5754833333322
111,1920.9606499999998
114,1921.1570333333336
117,1922.3838500000002
120,1923.4274999999989
123,1922.3190499999994
126,1922.5678666666665
129,1921.6995666666662
132,1923.0136499999992
135,1924.0215
138,1924.22065
141,1922.2110833333336
144,1924.4211000000003
147,1923.0942333333332
150,1924.2662666666668
153,1927.3485500000006
156,1927.00645
159,1926.1986166666677
162,1925.121016666667
165,1927.48725
168,1925.9097166666672
171,1915.9452499999995
174,1919.5382500000005
177,1920.5604166666665
180,1915.9006333333334
183,1918.085266666667
186,1915.8039333333336
189,1916.5704166666665
192,1915.448966666667
195,1916.2843000000005
198,1914.1544500000002
201,1914.650616666666
204,1913.6319999999998
207,1913.8392666666668
210,1915.7686499999993
213,1913.2022166666673
216,1913.0070833333336
219,1913.3327500000007
222,1912.118216666667
225,1911.431566666667
228,1912.7099166666674
231,1909.7591833333342
234,1909.86275
237,1910.5081666666674
240,1911.0942166666664
243,1910.7591000000002
246,1910.4281666666673
249,1909.883983333333
252,1909.5161166666664
255,1911.1867833333333
258,1908.9718499999997
261,1910.2390000000003
264,1910.8372333333334
267,1910.0785499999995
270,1911.3035166666668
273,1912.5881666666667
276,1909.5315833333327
279,1908.5271333333337
282,1907.1507333333336
285,1906.1436000000006
288,1905.0750666666663
291,1908.4583333333333
294,1903.6092833333332
297,1903.7604
