steps,return
60,1776.0895999999993
61,1780.8921583333338
62,1772.518616666667
63,1771.898458333333
64,1811.562883333333
65,1790.9997999999998
66,1828.4400166666665
67,1809.59185
68,1771.9565083333334
69,1770.626525
70,1775.9286166666673
71,1778.6169666666665
72,1777.1822583333335
73,1788.3585916666664
74,1778.892691666667
75,1809.3803583333327
76,1818.694275
77,1809.6827583333334
78,1808.6787333333332
79,1812.8003916666673
80,1817.2288583333336
81,1807.87535
82,1820.7306666666666
83,1766.624083333333
84,1821.2073416666663
85,1768.2608666666667
86,1817.442275
87,1762.7969250000006
88,1829.6264999999996
89,1813.307458333334
90,1821.706183333333
91,1822.5542916666673
92,1823.4310583333329
93,1784.7618083333334
94,1829.4732083333338
95,1806.4752666666661
96,1819.428275000001
97,1811.9546583333338
98,1819.081133333333
99,1773.5272083333336
100,1825.7441083333335
101,1819.139325
102,1822.522808333332
103,1819.7941916666666
104,1830.2320666666665
105,1803.0680416666673
106,1825.5437416666673
107,1824.7223166666665
108,1834.7468749999998
109,1837.743425
110,1830.0406583333342
111,1828.4199583333332
112,1835.273975
113,1786.4302750000006
114,1829.9324583333337
115,1796.980691666666
116,1790.2748999999997
117,1829.531866666667
118,1835.053308333333
119,1797.101525
120,1824.4622833333326
121,1793.3810416666672
122,1785.197058333333
123,1786.8546500000004
124,1781.614425
125,1793.6695250000002
126,1838.3804666666665
127,1796.7418250000003
128,1833.601441666667
129,1796.7069416666666
130,1802.2255666666663
131,1800.1418250000006
132,1793.5285666666668
133,1804.2153666666673
134,1795.9188666666666
135,1805.069224999999
136,1798.7490833333334
137,1814.3159833333336
138,1796.6580000000001
139,1818.7990416666662
140,1796.9154749999998
141,1820.9959499999995
142,1799.7838833333333
143,1804.9951250000004
144,1818.9731
145,1820.7326333333333
146,1799.9671166666665
147,1830.2685000000001
148,1818.6392500000004
149,1816.949150000001
150,1819.424441666667
151,1820.4308249999997
152,1839.6087333333335
153,1821.9833833333332
154,1819.427241666667
155,1819.5429250000009
156,1803.1835083333342
157,1802.050825
158,1836.3941333333335
159,1834.2090333333333
160,1818.929325
161,1834.2984500000002
162,1836.255091666666
163,1836.8828166666665
164,1840.7917749999995
165,1843.4394083333334
166,1840.5650166666667
167,1817.1084083333335
168,1844.6293083333333
169,1834.135108333333
170,1843.7310083333339
171,1845.2844166666664
172,1843.1274249999997
173,1841.047091666667
174,1838.206041666667
175,1838.0847333333343
176,1846.5087249999997
177,1842.451533333333
178,1840.1552916666667
179,1826.82045
180,1839.4485499999998
181,1838.5745666666664
182,1837.1614249999993
183,1840.797791666666
184,1840.6934666666666
185,1837.7211249999998
186,1843.5070916666664
187,1836.5485083333333
188,1837.6100416666666
189,1837.6866333333335
190,1840.3694750000002
191,1836.6525166666668
192,1844.6726999999998
193,1841.695308333333
194,1843.2435749999997
195,1835.2258083333343
196,1834.9196750000003
197,1838.0492666666669
198,1840.079275
199,1833.1231500000001
200,1838.6746083333337
201,1839.2363166666667
202,1807.9633666666666
203,1834.2032
204,1836.8821333333342
205,1835.4541
206,1795.8402916666664
207,1806.2680000000003
208,1786.4629749999995
209,1796.9097333333332
210,1830.1127416666661
211,1833.6873749999997
212,1806.3825333333332
213,1835.191525
214,1813.1500583333336
215,1813.371883333333
216,1797.583233333334
217,1792.9422583333335
218,1795.921125
219,1806.3479750000004
220,1783.3838166666662
221,1792.8752000000002
222,1784.4215583333332
223,1802.137641666667
224,1805.7592166666664
225,1804.7497333333333
226,1800.6287833333333
227,1823.133891666667
228,1811.867625
229,1801.9416333333331
230,1811.7588416666665
231,1800.8482166666672
232,1792.4831416666666
233,1808.4017833333335
234,1797.898125
235,1800.7995666666666
236,1790.9481999999998
237,1815.2588749999995
238,1794.1719666666665
239,1809.861408333334
240,1808.0413916666664
241,1813.6463
242,1811.150025
243,1813.580675
244,1809.3708333333345
245,1805.692325000001
246,1810.1628833333336
247,1809.0758500000002
248,1809.7505500000004
249,1810.8665
