steps,return
1,-78.20353102311942
2,-59.786234593090896
3,-84.42013978278325
4,-81.6788977819374
5,-99.93709009729318
6,-121.94418290758972
7,-127.68523500085104
8,-93.42944394218054
9,-141.19996048669367
10,-90.4298132966733
