40,1167.73695
41,1354.53985
42,1338.3806000000006
43,1213.678
44,1165.5454000000004
45,1196.6931999999997
46,1100.411550000001
47,1287.3272000000006
48,1244.6959999999995
49,1098.6845000000008
50,1309.1827500000004
51,1363.8751499999992
52,1291.0958000000005
53,1409.0772500000005
54,1304.6458999999998
55,1228.2731999999992
56,1351.9025000000001
57,1375.137149999999
58,1299.81965
59,1310.8646499999995
60,1241.4475499999994
61,1158.1365999999998
62,1133.4542000000001
63,1184.7674999999988
64,1155.8868500000005
65,1169.7538999999997
66,1138.52705
67,1043.9832999999994
68,1086.9584499999999
69,1112.2603000000004
70,1046.6275000000005
71,1077.8611499999997
72,1121.8213000000003
73,1066.0000500000006
74,1136.2559999999999
75,1134.0590999999995
76,1100.2294500000012
